program runtime size blocksize iteration threads gflops model strat foo
dpotrf_taskdep simulation 32768 512 1 142 1577.23 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 142 2149.91 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 143 1603.83 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 143 2170.91 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 144 1592.83 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 144 2197.08 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 145 1617.72 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 145 2186.35 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 146 1624.12 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 146 2211.88 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 147 1630.62 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 147 2228.38 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 148 1658.55 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 148 2246.93 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 149 1652.15 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 149 2253.7 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 150 1671.94 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 150 2277.71 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 151 1657.83 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 151 2267.56 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 152 1654.89 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 152 2305.79 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 153 1668.64 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 153 2292.65 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 154 1710.05 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 154 2339.47 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 155 1700.39 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 155 2335.69 IdchireMax RandLoc 0
